last_name, first_name,player_id,year,xwobacon,oz_swing_percent,whiff_percent,swing_percent,class1,class2
Taylor, Michael A.,572191,2015,0.404,32.1,33.3,52.2,12,B
Realmuto, J.T.,592663,2019,0.404,32.6,23.8,50.7,14,C
Santander, Anthony,623993,2021,0.404,32.9,25.1,51.5,15,C
Story, Trevor,596115,2022,0.404,33.1,30.8,49.8,16,B
Gonzalez, Carlos,471865,2016,0.404,34.4,30.7,51.3,16,B
Santander, Anthony,623993,2020,0.404,37.1,25.6,52.5,15,C
Adams, Matt,571431,2016,0.404,38.3,26.7,50.9,15,C
Marte, Starling,516782,2015,0.404,38.7,26,57.1,15,C
Bethancourt, Christian,542194,2022,0.404,44.3,34.7,62.5,16,B
Nola, Austin,543592,2020,0.403,16.3,20.1,40.4,17,E
Schimpf, Ryan,572114,2017,0.403,18.8,27,38.5,19,B
Smith, Will,669257,2021,0.403,20.9,21.2,41.9,18,B
Moncada, Yoan,660162,2017,0.403,23.1,31.7,42.9,20,B
Conforto, Michael,624424,2018,0.403,24.2,27.7,43.2,23,B
Rendon, Anthony,543685,2020,0.385,16.7,14.7,40.5,21,D
Adames, Willy,642715,2019,0.403,24.7,27.1,47,23,B
Maxwell, Bruce,622194,2016,0.403,26.3,23.7,46.9,22,B
Rupp, Cameron,519237,2017,0.403,26.3,37.2,45.5,24,B
Montero, Miguel,471083,2015,0.403,27.6,31.3,48.6,24,B
Meadows, Austin,640457,2022,0.384,21.1,13.2,41,21,D
Mancini III, Trey,641820,2018,0.403,31.5,27.7,49.5,27,B
Duvall, Adam,594807,2018,0.403,31.6,28.7,49.8,27,B
Brantley Jr., Michael,488726,2022,0.383,21.9,12.7,41.5,25,D
Olivares, Edward,658668,2022,0.403,33.3,24.9,51.2,31,C
Alonso, Pete,624413,2022,0.403,33.5,24.2,49.9,30,C
Byrd, Marlon,407781,2016,0.403,39.3,34.2,56.7,32,B
Fisher, Derek,605233,2019,0.402,17,38.6,37.2,20,B
Soto, Juan,665742,2022,0.402,17.2,19.2,35.5,17,E
Fisher, Derek,605233,2017,0.402,17.8,31.7,39.7,20,B
Pham, Tommy,502054,2020,0.402,20.3,27.2,38.3,19,B
McCutchen, Andrew,457705,2017,0.402,20.6,21.2,44.9,18,B
Chapman, Matt,656305,2018,0.402,21.1,23.6,41.5,18,B
Smoak, Justin,475253,2018,0.402,22.6,25.3,40.3,19,B
Polanco, Jorge,593871,2022,0.402,25.2,25.6,42.4,23,B
Lowe, Brandon,664040,2018,0.402,25.7,36.7,49.2,24,B
Torrens, Luis,620443,2021,0.402,25.8,27.4,45.3,23,B
Valencia, Danny,502143,2018,0.402,26.8,24.3,42.9,22,B
Calhoun, Kole,594777,2018,0.402,27.1,28.5,49.2,23,B
Walker, Neil,435522,2016,0.402,29.1,19.9,46.7,25,D
Mauer, Joe,408045,2016,0.382,21,15.3,35.5,25,D
Nava, Daniel,537953,2017,0.382,19.1,17.7,41.3,25,D
Hosmer, Eric,543333,2015,0.402,31.4,20.5,45.5,26,B
Pederson, Joc,592626,2021,0.402,32.4,26.3,48.7,31,C
Massey, Michael,686681,2022,0.402,35.6,27.8,54.5,31,C
Barnes, Brandon,488681,2016,0.402,36.4,29,56.4,32,B
Bote, David,623520,2020,0.401,21.7,27.8,39.1,19,B
Barnes, Austin,605131,2017,0.377,13.8,14.4,36.4,17,E
Upton, Justin,457708,2015,0.401,22.7,31.8,44.4,20,B
Weeks Jr., Rickie,430001,2017,0.401,23.1,46.4,43.8,20,B
McCutchen, Andrew,457705,2016,0.401,23.8,25.5,46.2,19,B
Morrison, Logan,489149,2018,0.401,26.5,25.4,48,23,B
Rasmus, Colby,458675,2016,0.401,27.2,33.3,47.3,24,B
Bryant, Kris,592178,2019,0.401,27.4,28.4,48.5,23,B
Sano, Miguel,593934,2018,0.401,28.4,36.5,45.4,28,B
Gattis, Evan,594828,2016,0.401,29.1,26.2,45.3,27,B
Hundley, Nick,460026,2018,0.401,29.8,27.3,53.7,27,B
Pence, Hunter,452254,2016,0.401,29.9,31.3,45.7,28,B
Rendon, Anthony,543685,2017,0.375,18.8,14.2,40.5,25,D
Rua, Ryan,607387,2017,0.401,30.7,37.1,46,28,B
Rizzo, Anthony,519203,2015,0.401,31.1,19.2,45.9,25,D
Chavis, Michael,656308,2020,0.401,32.3,38.3,51.6,28,B
Gurriel Jr., Lourdes,666971,2018,0.401,35.2,25,53.1,31,C
Gonzalez, Romy,663853,2022,0.401,35.6,37.9,53.7,32,B
O'Neill, Tyler,641933,2019,0.401,35.7,41.4,51.1,32,B
Garcia, Avisail,541645,2015,0.401,42.7,31.1,58.8,32,B
Piscotty, Stephen,572039,2020,0.401,42.8,33.4,59,32,B
Perez, Roberto,547379,2015,0.4,15.7,26.9,37.3,19,B
McCutchen, Andrew,457705,2018,0.4,15.9,22.5,39.8,18,B
Pham, Tommy,502054,2021,0.4,16,23.6,38.2,18,B
Santana, Carlos,467793,2016,0.4,18.8,19.2,39.2,17,E
Collins, Zack,641470,2021,0.4,19.7,28.2,44.1,19,B
Adams, Riley,656180,2021,0.4,22.4,30.3,39.1,20,B
Frazier, Clint,640449,2017,0.4,22.7,28.9,49,19,B
Chirinos, Robinson,455139,2017,0.4,25.5,32.2,43.6,24,B
Puig, Yasiel,624577,2017,0.4,26.4,24.6,46.4,23,B
Tulowitzki, Troy,453064,2016,0.4,26.6,20.8,44.6,22,B
Benintendi, Andrew,643217,2019,0.4,29.7,25.2,51.4,27,B
Shaw, Travis,543768,2015,0.4,31.8,21.5,46.5,26,B
Abreu, Jose,547989,2021,0.4,32.2,27.7,48.4,27,B
Tellez, Rowdy,642133,2021,0.4,32.3,23.3,48.5,26,B
Butler, Joey,542994,2015,0.4,34.4,35.2,52.1,32,B
Huff, Sam,669087,2022,0.4,34.7,39,53.3,32,B
Peters, DJ,656847,2021,0.4,35.1,36.7,56.8,32,B
Braun, Ryan,460075,2020,0.4,40,28.8,52.4,31,C
Joyce, Matt,459964,2016,0.399,15.6,31.9,37.6,20,B
Lowrie, Jed,476704,2021,0.399,20.9,24.2,46.7,18,B
Winker, Jesse,608385,2018,0.372,17.7,15.3,41,17,E
Betts, Mookie,605141,2021,0.369,18.1,16.8,40.4,21,D
Wisdom, Patrick,621550,2022,0.399,26.4,36.4,48.1,24,B
Pederson, Joc,592626,2019,0.399,26.6,24.1,46.1,22,B
Travis, Devon,581527,2017,0.399,28.5,18.6,47.4,25,D
Chisholm Jr., Jazz,665862,2021,0.399,31,29.7,47.2,28,B
Dickerson, Alex,543105,2020,0.399,31.5,23.3,50.2,26,B
Calhoun, Kole,594777,2022,0.399,32.3,36.3,53.1,28,B
Braun, Ryan,460075,2016,0.399,34.4,20.9,50.9,30,C
Braun, Ryan,460075,2019,0.399,34.7,24.8,51.6,31,C
Gordon, Nick,624503,2021,0.399,37.6,28.4,57.7,31,C
Anderson, Tim,641313,2019,0.399,43.6,24.5,58.6,30,C
Perez, Salvador,521692,2018,0.399,44.2,23.8,57,30,C
Hoskins, Rhys,656555,2018,0.398,19.7,21.9,39.2,18,B
Goodwin, Brian,571718,2020,0.398,19.8,33.7,40,20,B
Grandal, Yasmani,518735,2020,0.398,20.1,30.7,34.1,20,B
Upton, Justin,457708,2020,0.398,22.2,29.9,43.7,20,B
Saunders, Michael,459431,2016,0.398,23.2,29.1,44.7,20,B
DeJong, Paul,657557,2020,0.398,24.5,32.3,48.5,24,B
DeJong, Paul,657557,2018,0.398,25.4,25.4,45.9,23,B
Rupp, Cameron,519237,2016,0.398,28.7,30.3,47.9,28,B
Longoria, Evan,446334,2015,0.398,29.4,23.7,46.8,26,B
Garcia, Dermis,660650,2022,0.398,29.4,44.5,51.2,28,B
Severino, Pedro,600474,2020,0.398,29.5,28.2,45.9,27,B
Polanco, Jorge,593871,2021,0.398,29.7,19.7,49.5,25,D
Valaika, Pat,642162,2020,0.398,33.8,29.4,50.2,32,B
Reyes, Victor,622682,2020,0.398,41.5,26.4,54.2,31,C
Votto, Joey,458015,2020,0.397,17.3,22.5,36.2,18,B
Suzuki, Seiya,673548,2022,0.397,21.3,22.8,39,18,B
Holt, Brock,571788,2018,0.366,19.8,16.6,37.6,17,E
Holt, Brock,571788,2016,0.334,23.3,11.1,38.4,17,E
Canha, Mark,592192,2019,0.397,22.1,22.8,40.6,18,B
Fowler, Dexter,451594,2019,0.397,23.4,27,42.9,19,B
Myers, Wil,571976,2016,0.397,24.9,21.8,40.7,22,B
Souza Jr., Steven,519306,2015,0.397,25.8,32.7,46.4,24,B
Bruce, Jay,457803,2020,0.397,27.7,28.8,53.8,23,B
Pollock, AJ,572041,2018,0.397,28.9,24,48.3,26,B
Polanco, Gregory,570256,2021,0.397,29.4,30.6,48.1,28,B
Arenado, Nolan,571448,2018,0.397,30.2,24.6,49.8,27,B
Story, Trevor,596115,2021,0.397,30.5,27.4,50.8,27,B
Ozuna, Marcell,542303,2016,0.397,31.5,26.6,46.9,27,B
Rizzo, Anthony,519203,2019,0.397,32.1,19.7,45.7,25,D
Bautista, Jose,430832,2018,0.396,20.1,30.6,39.5,20,B
Parker, Jarrett,592620,2017,0.396,20.8,28.8,45.1,19,B
Happ, Ian,664023,2021,0.396,23.1,32.3,43.9,20,B
Yelich, Christian,592885,2022,0.396,23.2,25,43.2,19,B
Lamb, Jake,571875,2019,0.396,24.3,25.8,42,23,B
Ramirez, Hanley,434670,2016,0.396,29.6,23.9,46.4,26,B
Machado, Manny,592518,2022,0.396,30.7,24.9,50.8,27,B
Dozier, Hunter,641531,2018,0.396,31.2,28.4,50.1,27,B
Ozuna, Marcell,542303,2015,0.396,32.3,26.1,47.7,27,B
Rondon, Jose,602922,2018,0.396,32.8,31.7,49,32,B
Piscotty, Stephen,572039,2016,0.396,33,25.8,52.4,31,C
Gurriel Jr., Lourdes,666971,2021,0.396,34.3,24.2,50.9,30,C
Duvall, Adam,594807,2022,0.396,34.3,29.2,50.5,32,B
Abreu, Jose,547989,2016,0.396,37.6,23.8,51.1,30,C
Dickerson, Corey,572816,2017,0.396,42.7,28.6,58.7,31,C
Martin, Russell,431145,2016,0.395,19.1,29.9,39,20,B
India, Jonathan,663697,2021,0.395,21.9,25.1,39,19,B
Diaz, Yandy,650490,2019,0.395,22.1,22.3,44.9,18,B
Turner, Justin,457759,2016,0.395,23.4,18.5,44.4,17,E
Stephenson, Tyler,663886,2022,0.395,25.1,27,43.6,23,B
Morrison, Logan,489149,2016,0.395,28.7,24.3,46.6,26,B
Ruf, Darin,573131,2015,0.395,28.9,26.5,48.2,27,B
Miller, Brad,543543,2016,0.395,29.1,26.9,49.1,27,B
Pinder, Chad,640461,2019,0.395,29.2,25.5,51.8,27,B
Sheets, Gavin,657757,2021,0.395,29.6,20.6,46.2,26,B
McCann, James,543510,2016,0.395,30.6,28.1,46.6,27,B
Bruce, Jay,457803,2016,0.395,31.9,25.9,51.4,27,B
d'Arnaud, Travis,518595,2019,0.395,31.9,26.3,50.5,27,B
Mazara, Nomar,608577,2018,0.395,32.2,25.4,46.1,27,B
Santander, Anthony,623993,2022,0.395,32.5,21.5,47.7,30,C
Pujols, Albert,405395,2022,0.395,34.9,21.3,48.2,30,C
Iannetta, Chris,455104,2017,0.394,19.9,26.9,44.3,19,B
Thompson, Trayce,572204,2016,0.394,21.8,24.6,42.9,19,B
Kelly, Carson,608348,2019,0.394,21.9,23.1,41.9,18,B
Smith, Seth,452234,2015,0.394,23.9,27,40,19,B
Saltalamacchia, Jarrod,457454,2016,0.394,23.9,35.7,43.8,20,B
Greiner, Grayson,606988,2018,0.394,25.2,27,43.3,23,B
Seager, Kyle,572122,2019,0.394,25.4,21.3,45.6,22,B
Bohm, Alec,664761,2021,0.394,26,26.7,48.9,23,B
Lucroy, Jonathan,518960,2016,0.394,28.3,19.5,42.8,25,D
Blackmon, Charlie,453568,2018,0.394,29.2,20.3,47.7,26,B
Turner, Trea,607208,2019,0.394,29.2,23.4,46.9,26,B
Kelenic, Jarred,672284,2021,0.394,29.4,26.9,47.6,27,B
Polanco, Gregory,570256,2016,0.394,29.8,21.5,46.1,26,B
Buxton, Byron,621439,2017,0.394,32,30.4,49.6,28,B
Cespedes, Yoenis,493316,2018,0.394,33.7,28.4,49.3,31,C
Brinson, Lewis,621446,2018,0.394,34,34.1,53.3,32,B
Gomes, Yan,543228,2015,0.394,34.4,23.8,52,30,C
Naquin, Tyler,571980,2018,0.394,37.3,20.6,52,30,C
Farmer, Kyle,571657,2019,0.394,38.3,29,50.8,32,B
Montero, Jesus,524968,2015,0.394,47.3,30.7,60.2,32,B
Conforto, Michael,624424,2021,0.393,23,23.3,44.3,18,B
Ward, Taylor,621493,2020,0.393,23.9,23.4,44.8,18,B
Lamb, Jake,571875,2015,0.393,24.8,25.5,42.1,23,B
Caratini, Victor,605170,2019,0.393,25.3,22.3,46,22,B
Castillo, Welington,456078,2019,0.393,25.8,28.7,43.6,23,B
Gyorko, Jedd,576397,2016,0.393,27.6,26.4,48.6,23,B
Kiermaier, Kevin,595281,2022,0.393,27.9,31.9,51.7,24,B
McCormick, Chas,676801,2022,0.393,29.6,32.2,48.4,28,B
Pinder, Chad,640461,2022,0.393,30.1,34.5,52.9,28,B
Realmuto, J.T.,592663,2021,0.393,30.7,27,49.5,27,B
Kendrick III, Howie,435062,2017,0.393,31.5,21.5,48,26,B
Spangenberg, Cory,605486,2018,0.393,32.6,31.7,48.5,32,B
Gomes, Yan,543228,2020,0.393,33.2,22.4,49.6,30,C
Zimmerman, Ryan,475582,2021,0.393,33.2,29,45.7,32,B
Arenado, Nolan,571448,2015,0.393,35.7,21.1,53.1,30,C
Schoop, Jonathan,570731,2019,0.393,41.4,32.5,58.4,32,B
Odor, Rougned,596059,2016,0.393,41.7,23.6,54.7,30,C
Jones, Adam,430945,2015,0.393,44.1,24.1,60.4,30,C
Bregman, Alex,608324,2018,0.363,18.2,12.9,37.1,17,E
Ford, Mike,645801,2019,0.392,20.9,22.1,40,18,B
Lowrie, Jed,476704,2017,0.392,22.1,18.7,48.2,17,E
Reynolds, Mark,448602,2018,0.392,22.1,36.2,46.3,20,B
Smith, Will,669257,2019,0.392,23,24.9,42.6,19,B
Morales, Kendrys,434778,2019,0.363,21.8,17.9,39.5,17,E
Haniger, Mitch,571745,2017,0.392,23.2,22.7,42.1,18,B
Melendez Jr., MJ,669004,2022,0.392,24.1,27.8,44.6,23,B
Bellinger, Cody,641355,2018,0.392,24.4,29.7,45.1,24,B
Polanco, Gregory,570256,2018,0.392,24.5,23.9,45.3,22,B
Suwinski, Jack,669261,2022,0.392,24.5,30.5,43.2,24,B
Flowers, Tyler,452095,2017,0.392,24.7,25.6,47.8,23,B
Nieuwenhuis, Kirk,543590,2015,0.392,25.3,32.2,45.5,24,B
Canha, Mark,592192,2018,0.392,27.3,21.4,44,22,B
Knapp, Andrew,595284,2019,0.392,28.7,31.2,51.8,28,B
Polanco, Gregory,570256,2019,0.392,29.2,32.7,50.5,28,B
Walker, Christian,572233,2020,0.392,29.9,27.1,51.8,27,B
Rendon, Anthony,543685,2015,0.362,16.9,16.1,37.5,25,D
Anderson, Brian,605119,2019,0.392,31.9,27.4,47.5,27,B
Walsh, Jared,665120,2020,0.392,33.2,22.8,50.1,30,C
Healy, Ryon,592387,2017,0.392,33.6,26.8,47.6,31,C
Paulsen, Ben,572019,2015,0.392,36.4,32,56.7,32,B
Culberson, Charlie,518586,2019,0.392,40.3,32.1,55.3,32,B
Prado, Martin,445988,2018,0.313,25.2,17.4,38.7,17,E
Severino, Pedro,600474,2019,0.391,24.1,24.8,44.1,23,B
McMahon, Ryan,641857,2021,0.391,24.4,29.2,48.8,24,B
Bogaerts, Xander,593428,2019,0.391,27.4,20.9,41.1,22,B
Desmond, Ian,435622,2016,0.391,29.2,27.4,46.5,27,B
Lee, Dae-Ho,493193,2016,0.391,30.3,23.5,47.3,26,B
Bruce, Jay,457803,2015,0.391,31,25.1,48.2,27,B
Stewart, Christin,621514,2019,0.391,31.2,28.5,48.8,27,B
Schoop, Jonathan,570731,2017,0.391,33,28.1,52.4,31,C
Odor, Rougned,596059,2020,0.391,33.7,25.7,50.5,31,C
Lind, Adam,452252,2016,0.391,33.8,22.8,47.6,30,C
Baez, Javier,595879,2020,0.391,38.7,37.8,53.2,32,B
McCutchen, Andrew,457705,2019,0.39,14.7,25.7,35.5,19,B
Pham, Tommy,502054,2019,0.39,16.4,20.2,38.4,17,E
McCutchen, Andrew,457705,2021,0.39,19.1,25.9,41.7,19,B
Duffy, Matt,622110,2021,0.362,21.2,15.4,42.4,17,E
Granderson, Curtis,434158,2017,0.39,19.8,19.2,38.4,17,E
Flowers, Tyler,452095,2018,0.39,20.8,28.8,43.7,19,B
Belt, Brandon,474832,2022,0.39,21.2,32.4,47.1,20,B
O'Hearn, Ryan,656811,2020,0.39,22.7,29.9,41.9,20,B
Knapp, Andrew,595284,2018,0.39,22.7,34.9,47.3,20,B
Davis, Khris,501981,2021,0.39,23,36,52.3,20,B
Lamb, Jake,571875,2021,0.39,23.3,26.6,44.7,19,B
Bader, Harrison,664056,2019,0.39,24.2,26.6,41.4,23,B
Vargas, Kennys,573627,2017,0.39,26.9,30.3,45.4,24,B
Murphy, Sean,669221,2022,0.39,29.5,24,49.3,26,B
Renfroe, Hunter,592669,2022,0.39,31.8,27,47.8,27,B
Kingery, Scott,664068,2020,0.39,31.8,31.5,51.5,28,B
Adams, Matt,571431,2018,0.39,33.3,25.4,50.5,31,C
Braun, Ryan,460075,2017,0.39,34.2,22,51.9,30,C
Frazier, Todd,453943,2015,0.39,34.9,24.7,52.9,31,C
Haase, Eric,606992,2022,0.39,35.4,32.8,51.4,32,B
Rojas, Miguel,500743,2020,0.333,22.8,17.3,39.1,17,E
Springer III, George,543807,2018,0.389,21.8,24.6,44.3,19,B
Frazier, Todd,453943,2017,0.389,22.3,25.7,40.4,19,B
Werth, Jayson,150029,2016,0.389,22.5,20.9,38.1,18,B
Sogard, Eric,519299,2019,0.325,24.1,11.1,39.1,17,E
Freese, David,501896,2017,0.389,24.1,23.2,43.4,22,B
Kiermaier, Kevin,595281,2020,0.389,24.1,30.1,46.9,24,B
Moreland, Mitch,519048,2020,0.389,24.8,31.3,46.7,24,B
Duda, Lucas,446263,2019,0.389,25.5,26.9,44.7,23,B
Bruce, Jay,457803,2018,0.389,27.4,28.7,49.4,23,B
Davis, Chris,448801,2018,0.389,28.1,34.4,45.1,28,B
Bradley Jr., Jackie,598265,2019,0.389,28.3,32.6,48.1,28,B
Freese, David,501896,2015,0.389,28.9,23.5,45.3,26,B
Smith, Kevan,607345,2019,0.389,29.3,19.3,44.8,25,D
Calhoun, Kole,594777,2015,0.389,29.6,28,49,27,B
Marte, Starling,516782,2021,0.389,30.2,24.4,49.5,26,B
Lucroy, Jonathan,518960,2019,0.312,24.6,14.5,39.2,25,D
Hernandez, Enrique,571771,2015,0.389,31.8,26.5,47.6,27,B
Wieters, Matt,446308,2015,0.389,33.3,25.4,46.8,31,C
Healy, Ryon,592387,2018,0.389,33.7,25.4,47.5,31,C
Smith, Dominic,642086,2021,0.389,33.7,27.5,52,31,C
Marte, Starling,516782,2016,0.389,38.1,25.4,54.2,31,C
Mondesi, Adalberto,609275,2019,0.389,38.4,37.5,58.1,32,B
Cron, C.J.,543068,2015,0.389,39.1,22.1,50.7,30,C
Dickerson, Corey,572816,2019,0.389,43,27.4,58.4,31,C
Fowler, Dexter,451594,2016,0.388,17.8,21.9,39.2,18,B
Castro, Jason,488771,2017,0.388,19.2,30.6,44.7,20,B
Descalso, Daniel,518614,2018,0.388,19.7,28.7,42.6,19,B
Jansen, Danny,643376,2020,0.388,19.9,24.9,44.3,19,B
Carpenter, Matt,572761,2020,0.388,20.3,33.1,39.4,20,B
Kepler, Max,596146,2021,0.388,20.4,23,44.7,18,B
Myers, Wil,571976,2015,0.388,23,24.4,41.9,18,B
Jeffers, Ryan,680777,2022,0.388,25.9,22.6,46.2,22,B
Goodwin, Brian,571718,2019,0.388,25.9,27.7,42.2,23,B
Conforto, Michael,624424,2016,0.388,27.2,23.5,44,22,B
Shaw, Travis,543768,2017,0.388,27.6,21.1,45.3,22,B
Ramos, Wilson,467092,2016,0.388,28.2,19.1,50,25,D
Stevenson, Andrew,664057,2021,0.388,28.8,28.1,49.2,27,B
Rizzo, Anthony,519203,2016,0.388,29.8,19.8,44.9,25,D
Puig, Yasiel,624577,2019,0.388,30.1,28.2,52.6,27,B
Alonso, Yonder,475174,2018,0.388,30.4,25.4,50.4,27,B
Moustakas, Mike,519058,2019,0.388,31.6,24.9,49.9,27,B
Chisenhall, Lonnie,502082,2017,0.388,32.3,23,50.8,26,B
Moran, Colin,592567,2019,0.388,35.8,24.7,53.7,31,C
Jones, JaCoby,592444,2021,0.388,37.2,36.7,52.3,32,B
Piscotty, Stephen,572039,2022,0.388,39,41.6,55.1,32,B
Cano, Robinson,429664,2020,0.388,42,19.8,57.5,29,D
Votto, Joey,458015,2019,0.387,18.5,19.6,41.5,17,E
Grandal, Yasmani,518735,2018,0.387,19.8,28,38.5,19,B
Grossman, Robbie,543257,2017,0.361,15.8,17.4,38.5,17,E
Donaldson, Josh,518626,2018,0.387,22.1,31.7,41.8,20,B
Laureano, Ramon,657656,2020,0.387,23.3,25,40.2,19,B
Jansen, Danny,643376,2021,0.387,23.6,25.3,49.1,19,B
Robinson, Clint,519208,2015,0.387,25.6,18.4,44.5,21,D
Flowers, Tyler,452095,2019,0.387,26.6,36.7,47,24,B
Brantley Jr., Michael,488726,2017,0.361,21.4,12.9,44.1,21,D
Reynolds, Bryan,668804,2020,0.387,27.7,27.7,46.8,23,B
den Dekker, Matthew,544925,2015,0.387,27.9,22.1,45.8,22,B
Severino, Pedro,600474,2021,0.387,28.3,29.5,47.9,28,B
Demeritte, Travis,641513,2019,0.387,28.3,35.1,46.2,28,B
Machado, Manny,592518,2019,0.387,28.6,24.2,46.7,26,B
Goodrum, Niko,592348,2018,0.387,28.6,29.6,49.4,28,B
Goodrum, Niko,592348,2019,0.387,30.4,31.9,48.1,28,B
Martinez, J.D.,502110,2020,0.387,30.8,28.1,51.9,27,B
Turner, Trea,607208,2022,0.387,33.1,26.3,51.2,31,C
Orlando, Paulo,449181,2016,0.387,38.2,25.1,56.4,31,C
Robert Jr., Luis,673357,2022,0.387,43.2,27.1,61.5,31,C
Forsythe, Logan,523253,2019,0.386,11.7,21.3,32.7,18,B
Tsutsugo, Yoshi,660294,2020,0.386,17.2,23.2,39.7,18,B
McKenna, Ryan,663630,2021,0.386,19.6,34.4,44.1,20,B
Hicks, Aaron,543305,2021,0.386,20.3,29.3,40.7,20,B
Gimenez, Chris,460269,2015,0.386,22.4,18.8,40.5,17,E
Gardner, Brett,458731,2017,0.36,21.7,15.4,36.3,21,D
Tucker, Kyle,663656,2022,0.386,26.1,19.9,52.7,21,D
Bradley Jr., Jackie,598265,2016,0.386,27.3,26.7,45,23,B
Mullins II, Cedric,656775,2021,0.386,27.7,20.4,46.3,22,B
Murphy, John Ryan,571974,2015,0.386,28.2,20.6,48.4,26,B
Almonte, Abraham,501659,2018,0.386,28.2,29,44.7,28,B
Pollock, AJ,572041,2019,0.386,29.1,26.6,46.9,27,B
Hilliard, Sam,656541,2020,0.386,29.3,38.7,46.7,28,B
Marte, Starling,516782,2022,0.386,32.8,24,49.8,30,C
Drury, Brandon,592273,2019,0.386,33.6,27.6,47.4,31,C
Marisnick, Jake,545350,2018,0.386,34.1,33.5,53.4,32,B
Toles, Andrew,592808,2016,0.386,34.7,26.5,55.4,31,C
Escobar, Eduardo,500871,2017,0.386,34.8,22.4,52.4,30,C
Cron, C.J.,543068,2016,0.386,35.5,23.2,52.2,30,C
LeMahieu, DJ,518934,2022,0.344,24.5,15.7,39.5,17,E
Yelich, Christian,592885,2021,0.385,18,24.9,41.4,19,B
Semien, Marcus,543760,2021,0.385,21.3,21.5,45.1,18,B
Cave, Jake,595909,2021,0.385,22.5,32.4,45.5,20,B
Belt, Brandon,474832,2019,0.385,22.7,22.8,46.3,18,B
Souza Jr., Steven,519306,2018,0.385,22.7,27.5,44,19,B
Bogaerts, Xander,593428,2020,0.385,23.7,23,43.6,18,B
Soler, Jorge,624585,2016,0.385,24,32.4,45.1,24,B
Blackmon, Charlie,453568,2021,0.385,26.2,20.2,47.3,21,D
Renfroe, Hunter,592669,2020,0.385,26.9,32.1,41.6,24,B
Torres, Gleyber,650402,2022,0.385,27.7,27.1,49.6,23,B
Prado, Martin,445988,2015,0.328,25.4,11.5,39.5,25,D
Holliday, Matt,407812,2016,0.385,29.8,20.8,48.3,26,B
Guerrero Jr., Vladimir,665489,2022,0.385,30.5,24.4,49.7,26,B
Reynolds, Bryan,668804,2022,0.385,31.5,27.7,50.4,27,B
Thames, Eric,519346,2020,0.385,31.7,29.2,48.4,28,B
Escobar, Eduardo,500871,2022,0.385,34,27.7,52.4,31,C
Albies, Ozzie,645277,2019,0.385,34.5,22.9,55.6,30,C
Adell, Jo,666176,2021,0.385,34.8,29.7,53.8,32,B
Santander, Anthony,623993,2019,0.385,39.4,21.1,52,30,C
Anderson, Tim,641313,2022,0.385,41.6,23.2,57.9,30,C
Ruiz, Carlos,434563,2017,0.384,17.2,20.3,36.7,18,B
Fraley, Jake,641584,2021,0.384,18.6,28.6,39.8,19,B
Bautista, Jose,430832,2016,0.384,18.8,21.2,36.7,18,B
Werth, Jayson,150029,2017,0.384,20.4,21.9,38.6,18,B
Prado, Martin,445988,2016,0.317,26.9,10.4,39.6,17,E
Joyce, Matt,459964,2019,0.384,22.8,25.5,42.8,19,B
Werth, Jayson,150029,2015,0.384,23.4,24.2,37.9,18,B
Dozier, Brian,572821,2017,0.384,25.7,24.6,41.7,23,B
Realmuto, J.T.,592663,2017,0.384,28.4,19.2,48.3,25,D
Upton Jr., B.J.,425834,2016,0.384,28.4,34.6,50.2,28,B
Calhoun, Kole,594777,2016,0.384,29.3,25.3,49.5,27,B
Ramirez, Jose,608070,2018,0.359,19.9,13.6,38.6,25,D
Puig, Yasiel,624577,2015,0.384,31.2,27.7,53,27,B
Gattis, Evan,594828,2017,0.384,33.4,22,49.2,30,C
Grichuk, Randal,545341,2019,0.384,33.4,28.1,50.2,31,C
Anderson, Tim,641313,2016,0.384,33.6,30.4,50.6,32,B
Marte, Starling,516782,2018,0.384,34.2,23.9,54.5,30,C
Urshela, Gio,570482,2021,0.384,36,25,54,31,C
Dahl, David,621311,2021,0.384,36.2,26.7,52.9,31,C
Paredes, Jimmy,517370,2015,0.384,42,36.2,58.3,32,B
Muncy, Max,571970,2022,0.383,16.5,26.1,38.6,19,B
Santana, Carlos,467793,2019,0.383,17.9,20.3,39.5,18,B
Grossman, Robbie,543257,2016,0.383,18.7,24.4,37.8,18,B
Canha, Mark,592192,2020,0.383,19.2,24,38,18,B
Jackson, Austin,457706,2017,0.383,21.3,21.8,42.3,18,B
Pham, Tommy,502054,2022,0.383,21.6,26,42,19,B
Kim, Hyun Soo,547957,2016,0.359,20.5,15.4,39.7,17,E
Markakis, Nick,455976,2016,0.357,21.3,12.8,40.4,17,E
Carlson, Dylan,666185,2021,0.383,23.9,27.9,45,19,B
Valbuena, Luis,472528,2015,0.383,26.1,25.3,46.8,23,B
Tucker, Kyle,663656,2020,0.383,26.3,22.5,50.5,22,B
Lavarnway, Ryan,543432,2015,0.383,26.5,28.8,44.2,23,B
Mahtook, Mikie,543484,2017,0.383,26.7,20.8,43.2,22,B
Swanson, Dansby,621020,2016,0.383,26.8,24.6,44.1,23,B
DeJong, Paul,657557,2019,0.383,28.1,24.2,48.8,26,B
Rua, Ryan,607387,2018,0.383,28.3,32.9,47.5,28,B
Vaughn, Andrew,683734,2021,0.383,29.1,24.6,45.4,27,B
