last_name, first_name,player_id,year,xwobacon,oz_swing_percent,whiff_percent,swing_percent,class1,class2
Kelenic, Jarred,672284,2022,0.362,28.2,33.3,48.5,28,B
McKenna, Ryan,663630,2022,0.362,28.8,35,52.6,28,B
Williamson, Mac,607776,2018,0.362,29,32.1,50.9,28,B
Johnson, Kelly,430637,2016,0.362,29.7,21.7,47.4,26,B
Blanco, Andres,433217,2015,0.362,30.3,22,48.3,26,B
Zavala, Seby,664874,2022,0.362,31.7,37.6,53.5,28,B
De La Cruz, Bryan,650559,2021,0.362,32,25.2,50.1,27,B
Ramos, Wilson,467092,2020,0.362,32.2,25.9,54.8,27,B
Espinosa, Danny,457787,2016,0.362,32.3,32.3,48.9,28,B
Schebler, Scott,594988,2016,0.362,32.5,30,51.9,32,B
Dubon, Mauricio,643289,2020,0.362,33.6,23.9,54.7,30,C
Guzman, Ronald,608597,2018,0.362,33.9,30,50.7,32,B
Urshela, Gio,570482,2022,0.362,36.1,21.4,53.1,30,C
Trejo, Alan,676701,2022,0.362,36.5,25,52.6,31,C
Odor, Rougned,596059,2017,0.362,37.2,25.9,52.9,31,C
Fuentes, Joshua,658069,2020,0.362,38.6,24.3,55.3,30,C
Nido, Tomas,621512,2022,0.362,42.1,34.4,60.5,32,B
Moustakas, Mike,519058,2016,0.389,23.6,16.2,42.2,33,E
Winker, Jesse,608385,2022,0.361,18.8,19.9,43.3,33,E
Grisham, Trent,663757,2022,0.361,20.7,26.2,38.7,35,B
Nimmo, Brandon,607043,2022,0.361,21.2,19.6,43.8,33,E
Arraez, Luis,650333,2019,0.324,24.3,7.8,42.2,33,E
Altherr, Aaron,571437,2015,0.361,21.5,25.5,41.2,35,B
Peterson, Jace,607054,2022,0.361,23.4,26.7,40.9,35,B
Headley, Chase,452104,2017,0.361,24.2,26,44.4,39,B
La Stella, Tommy,600303,2019,0.363,23.8,11.7,42.3,37,D
Rodgers, Brendan,663898,2022,0.361,27.2,22.7,49.4,38,B
Sizemore, Grady,429713,2015,0.361,30.4,21,49.3,42,B
Swihart, Blake,596119,2015,0.361,32.1,22.3,47.1,42,B
Valaika, Pat,642162,2017,0.361,32.4,31.9,55.8,48,B
Canha, Mark,592192,2015,0.361,32.6,22.6,47,46,C
Mateo, Jorge,622761,2021,0.361,32.6,30.4,50.9,48,B
Ramos, Wilson,467092,2015,0.361,33.8,24.3,53.6,46,C
Schoop, Jonathan,570731,2021,0.361,35.3,24.7,52.5,47,C
Gomez, Carlos,460576,2015,0.361,35.4,25.5,56,47,C
Arroyo, Christian,624414,2021,0.361,38.2,26.5,55.7,47,C
Schoop, Jonathan,570731,2016,0.361,41.9,28.9,60.2,47,C
Napoli, Mike,435063,2015,0.36,20.3,26,42.1,35,B
Hernandez, Cesar,514917,2017,0.36,20.4,20.6,41.1,34,B
Ward, Taylor,621493,2018,0.36,20.8,23.5,39.8,34,B
Donovan, Brendan,680977,2022,0.332,21.4,15.6,38.1,33,E
Utley, Chase,400284,2017,0.332,18.1,14.1,38.3,33,E
Casali, Curt,592200,2018,0.36,23.1,23.4,46.5,34,B
Guerrero Jr., Vladimir,665489,2020,0.36,24.6,24.7,47.9,39,B
Ervin, Phillip,640447,2018,0.36,25,27,47,39,B
Teixeira, Mark,407893,2016,0.36,25.1,23.2,42.6,38,B
Cowart, Kaleb,592230,2017,0.36,25.8,29.7,47.9,40,B
Bote, David,623520,2021,0.36,27.7,25,47.4,39,B
Panik, Joe,605412,2020,0.331,18.4,18,39.4,37,D
Moncada, Yoan,660162,2022,0.36,28.1,27.8,47.1,43,B
Albies, Ozzie,645277,2017,0.36,28.3,22.5,52.1,42,B
Donaldson, Josh,518626,2022,0.36,29.3,33.2,47.3,44,B
Hill, Aaron,431094,2016,0.318,23,16.7,42.3,41,D
Arozarena, Randy,668227,2022,0.36,30.9,28.6,46.1,43,B
Taylor, Tyrone,621438,2021,0.36,32.8,23.6,49.2,46,C
Lobaton, Jose,446653,2016,0.36,33.3,23,53.1,46,C
Montero, Elehuris,660707,2022,0.36,35.9,35.5,52.2,48,B
Gennett, Scooter,571697,2018,0.36,36.3,20.1,53.6,45,D
Garcia, Leury,544725,2018,0.36,40,28.4,57.6,47,C
Brinson, Lewis,621446,2021,0.36,42,31.3,55.6,48,B
La Stella, Tommy,600303,2017,0.331,20.1,14.5,44.5,33,E
Ellsbury, Jacoby,453056,2017,0.33,20,18.1,43.2,33,E
Ramirez, Jose,608070,2019,0.36,23,14.5,42.5,33,E
Bregman, Alex,608324,2020,0.327,18,14.7,36.1,33,E
Edman, Tommy,669242,2020,0.359,25.6,19,42.7,37,D
Martin, Jason,641829,2021,0.359,25.6,29.1,49.7,40,B
Peralta, Jhonny,425509,2016,0.359,26,20.4,46.2,38,B
Happ, Ian,664023,2022,0.359,26.6,27.2,49,39,B
Moncada, Yoan,660162,2020,0.359,27.5,30.5,43.1,40,B
McKinstry, Zach,656716,2022,0.359,28.4,21.1,46.6,42,B
Revere, Ben,519184,2015,0.31,28.8,10.6,42.5,41,D
Maxwell, Justin,452239,2015,0.359,29.9,32.3,49.9,44,B
Castro, Starlin,516770,2019,0.359,31.3,19.1,49.2,41,D
McMahon, Ryan,641857,2018,0.359,31.6,33.4,51.8,44,B
Pujols, Albert,405395,2021,0.359,31.8,21.7,47.1,42,B
Hosmer, Eric,543333,2021,0.359,31.8,22.9,48.3,42,B
Franco, Maikel,596748,2016,0.359,32.1,24.2,51.4,42,B
Ortega, Rafael,542364,2018,0.314,24.1,14.3,42.6,41,D
Lind, Adam,452252,2015,0.359,32.2,21.2,44.4,42,B
Gattis, Evan,594828,2015,0.359,36.4,25,50.5,47,C
Tomas, Yasmany,630111,2015,0.359,39.6,27.6,56.9,47,C
Utley, Chase,400284,2016,0.358,21.4,18.8,40.2,33,E
Urias, Luis,649966,2022,0.358,23.3,22.2,43.2,34,B
Walker, Neil,435522,2017,0.358,23.6,20.6,41.8,34,B
Murphy, Tom,608596,2021,0.358,23.6,33.3,44.5,36,B
Torkelson, Spencer,679529,2022,0.358,24.7,25.6,45.9,39,B
Grossman, Robbie,543257,2018,0.326,16.8,16.3,39.3,37,D
Shaw, Travis,543768,2019,0.358,25.9,29.8,45.1,40,B
Holliday, Matt,407812,2015,0.358,26.1,22.5,48.6,38,B
Almonte, Abraham,501659,2017,0.358,26.1,26.6,47.5,39,B
Crawford, Brandon,543063,2016,0.358,29.4,26.5,50.9,43,B
Garcia, Luis,671277,2020,0.358,30.6,29,49.9,44,B
McKinstry, Zach,656716,2021,0.358,31.1,26,46.1,43,B
Segura, Jean,516416,2020,0.358,31.5,22.1,46.8,42,B
McCann, James,543510,2018,0.358,31.6,26.5,47.8,43,B
Gonzalez, Carlos,471865,2018,0.358,32.2,29.4,50.3,44,B
Cabrera, Asdrubal,452678,2016,0.358,32.4,22.9,50.8,46,C
Castro, Starlin,516770,2017,0.358,32.5,23.2,49.9,46,C
Miranda, Jose,669304,2022,0.358,32.7,24.3,51.5,46,C
Naylor, Josh,647304,2022,0.358,32.9,19.5,51,45,D
Mondesi, Adalberto,609275,2020,0.358,35,39.8,54.5,48,B
Straw, Myles,664702,2021,0.324,19.1,13.5,40.4,45,D
Adams, Matt,571431,2015,0.358,38.3,23.4,52.5,46,C
Hechavarria, Adeiny,588751,2017,0.358,41.8,24.3,57.9,46,C
Sosa, Edmundo,624641,2022,0.358,45.6,31.4,57.1,48,B
Garver, Mitch,641598,2018,0.357,18.5,23.2,38.7,34,B
Cervelli, Francisco,465041,2015,0.357,19.2,19,41.3,33,E
Cronenworth, Jake,630105,2022,0.318,21.6,18,41.8,33,E
Straw, Myles,664702,2019,0.317,16.8,12.3,36,33,E
Joyce, Matt,459964,2018,0.357,22.5,25.5,46.2,35,B
Rodriguez, Sean,446481,2019,0.357,23.5,34.1,43.7,36,B
Robinson, Clint,519208,2016,0.313,24.4,17.2,42.7,33,E
Norris, Derek,519083,2017,0.357,25.3,26.7,49.4,39,B
Semien, Marcus,543760,2016,0.357,25.4,23.6,45.7,38,B
Tomlinson, Kelby,605509,2015,0.357,26.1,25.4,47.5,39,B
Plouffe, Trevor,461858,2017,0.357,26.5,24.7,44.9,39,B
Castro, Starlin,516770,2018,0.357,27.4,22.8,46,38,B
d'Arnaud, Travis,518595,2015,0.357,27.7,23.7,46.6,38,B
Ahmed, Nick,605113,2019,0.357,27.9,21.3,49.5,38,B
Vogt, Stephen,519390,2015,0.357,29,18.5,41.2,41,D
Rizzo, Anthony,519203,2021,0.357,29.4,20.8,46.5,42,B
Candelario, Jeimer,600869,2019,0.357,30,25.8,43.6,43,B
Maton, Nick,665155,2021,0.357,30.5,31.2,50.8,44,B
McCann, James,543510,2021,0.357,32.3,27,50.2,43,B
Vaughn, Andrew,683734,2022,0.357,32.8,21,47,46,C
Marte, Starling,516782,2020,0.357,34.9,25.2,52.7,47,C
Andujar, Miguel,609280,2021,0.357,37.9,19.4,55.2,45,D
Reyes, Victor,622682,2022,0.357,42.6,27.1,56,47,C
Francoeur, Jeff,425796,2015,0.357,43.6,24.9,56.3,47,C
Baez, Javier,595879,2022,0.357,47.5,35.8,55.8,48,B
Refsnyder, Rob,608701,2018,0.356,16,24.1,36.8,34,B
Sisco, Chance,642082,2018,0.356,20.6,35.8,47.5,36,B
Coghlan, Chris,458085,2015,0.356,21.5,19.7,43.8,33,E
Semien, Marcus,543760,2017,0.356,23.9,25.4,44.8,35,B
Jansen, Danny,643376,2019,0.356,25.5,20.4,47.1,38,B
Blackmon, Charlie,453568,2015,0.348,27.6,15.7,42.8,37,D
Trammell, Taylor,666211,2022,0.356,26.3,33.7,47.7,40,B
Carroll, Corbin,682998,2022,0.356,26.4,28.8,44.8,39,B
Meadows, Austin,640457,2020,0.356,26.9,31.4,46.1,40,B
Sands, Jerry,543742,2015,0.356,27.4,29.4,44.5,40,B
Beckham, Tim,542921,2018,0.356,27.8,28.2,48.2,39,B
Camargo, Johan,622666,2017,0.356,28.3,23.3,50.5,42,B
Odor, Rougned,596059,2021,0.356,29,28.9,51,43,B
Gurriel Jr., Lourdes,666971,2022,0.356,29.6,21.3,48.7,42,B
Sanchez, Hector,516949,2017,0.356,30.1,29.4,52.3,44,B
Murphy, John Ryan,571974,2018,0.356,30.7,29.9,46.7,44,B
Herrera, Elian,467070,2015,0.356,31.5,24.2,52.4,42,B
Buxton, Byron,621439,2016,0.356,32.5,33.8,47.7,48,B
Gomez, Carlos,460576,2016,0.356,34.7,32.7,53,48,B
Gonzalez, Marwin,503556,2016,0.356,35,25.4,49.2,47,C
Herrera, Odubel,546318,2015,0.356,35.2,24.9,50,47,C
Avila, Alex,488671,2021,0.355,13.1,39.7,37,36,B
Panik, Joe,605412,2015,0.33,23.3,11.5,42.8,33,E
Martini, Nick,605361,2018,0.355,19.8,18.7,37.2,33,E
Gurriel, Yuli,493329,2021,0.325,26.1,13.9,42.8,33,E
Pedroia, Dustin,456030,2017,0.317,21.9,11.1,41.5,33,E
Grossman, Robbie,543257,2020,0.355,21.7,18.4,43.4,33,E
Hicks, Aaron,543305,2019,0.355,22.9,31.5,40.9,36,B
Heredia, Guillermo,628338,2019,0.355,24.6,27,48,39,B
Ortega, Rafael,542364,2021,0.355,25.1,21.2,44.9,38,B
Mercer, Jordy,474568,2021,0.355,25.1,23.5,42.6,38,B
Plawecki, Kevin,608700,2017,0.355,25.8,21.8,47,38,B
Gonzalez, Marwin,503556,2017,0.355,26.6,20.2,42.4,37,D
Reynolds, Mark,448602,2015,0.355,27.2,31.6,46.3,40,B
LaMarre, Ryan,534606,2018,0.355,27.7,27.9,49.1,39,B
Crisp, Coco,424825,2016,0.31,25.5,18.2,42.8,41,D
Varsho, Daulton,662139,2022,0.355,30.5,25.2,50.6,43,B
Ramirez, Hanley,434670,2015,0.355,31.5,19.7,49.8,41,D
Duran, Jarren,680776,2022,0.355,31.5,28.2,49.9,43,B
Markakis, Nick,455976,2020,0.337,22.9,12.7,42.9,45,D
Beckham, Gordon,493596,2019,0.355,33,27.7,50.5,47,C
Siri, Jose,642350,2022,0.355,36.4,35.9,51.7,48,B
Sanchez, Yolmer,570560,2016,0.355,36.5,23.6,49.8,46,C
Hicks, John,543308,2018,0.355,38.1,34,57,48,B
Schoop, Jonathan,570731,2020,0.355,38.2,27.8,56.6,47,C
Castro, Willi,650489,2021,0.355,40,29.3,56.6,48,B
Arraez, Luis,650333,2022,0.326,24.1,7.1,42.9,33,E
Ramirez, Jose,608070,2021,0.399,24.1,14.9,43,33,E
Kim, Hyun Soo,547957,2017,0.354,19,18.5,42.3,33,E
Moroff, Max,621559,2017,0.354,21.3,32.6,42.6,36,B
Lowrie, Jed,476704,2018,0.354,21.4,20.3,45.9,34,B
Semien, Marcus,543760,2015,0.354,24.1,22.4,43.8,38,B
La Stella, Tommy,600303,2016,0.354,26.6,21.9,45.7,38,B
Hernandez, Yadiel,628450,2021,0.354,26.6,28.3,49,39,B
Tucker, Cole,657061,2019,0.354,27.1,25.4,48.7,39,B
Desmond, Ian,435622,2018,0.354,27.2,28.8,48.3,39,B
Profar, Jurickson,595777,2020,0.354,28.8,20.1,47.1,41,D
Bogaerts, Xander,593428,2022,0.354,29.2,24.8,45.7,43,B
Moore, Tyler,489138,2017,0.354,33.2,29.5,51,48,B
Collins, Tyler,607385,2015,0.354,34.5,22.9,52.8,46,C
Naylor, Josh,647304,2021,0.354,35.4,21.3,52.7,46,C
Rosario, Amed,642708,2022,0.354,40,21,53.1,46,C
Castro, Harold,605612,2019,0.354,41.7,24,54.1,46,C
Baez, Javier,595879,2016,0.354,41.7,28.4,53,47,C
Polanco, Jorge,593871,2016,0.342,31,17.4,43,33,E
Ellis, A.J.,454560,2016,0.316,16.7,12.7,38.4,33,E
Pedroia, Dustin,456030,2016,0.335,24.7,12.2,43.1,33,E
Machado, Manny,592518,2015,0.371,24.8,17.5,43.2,33,E
Cronenworth, Jake,630105,2021,0.365,23.5,13.7,43.2,33,E
Reed, AJ,607223,2016,0.353,24,32.8,43.3,40,B
Smith, Pavin,656976,2022,0.353,24.1,21.7,39.5,38,B
McCann, Brian,435263,2017,0.337,27.4,17,43.2,37,D
Fortes, Nick,663743,2022,0.353,25.3,22.9,44.7,38,B
Hampson, Garrett,641658,2021,0.353,25.8,23.4,46,38,B
Frazier, Todd,453943,2019,0.353,26,25.5,42.9,39,B
Hernandez, Cesar,514917,2021,0.353,26.1,22,47.1,38,B
Gamel, Ben,592325,2017,0.353,26.6,20.9,44.7,38,B
Cabrera, Asdrubal,452678,2020,0.353,28.4,20.5,46.1,42,B
Polanco, Gregory,570256,2015,0.353,29.2,19.5,44.8,41,D
Crawford, Brandon,543063,2018,0.353,29.8,29.2,52.1,44,B
Taylor, Michael A.,572191,2018,0.353,30,31.3,51.7,44,B
Pina, Manny,444489,2017,0.353,30.2,23.5,50.5,42,B
Walker, Neil,435522,2015,0.353,30.8,19.5,49.7,41,D
Heredia, Guillermo,628338,2018,0.316,18.2,16.8,42.7,41,D
Jones, Garrett,434540,2015,0.353,33.2,25.1,49.2,47,C
Adams, Riley,656180,2022,0.353,34,30.1,45.6,48,B
Aquino, Aristides,606157,2022,0.353,39.3,37.9,56.6,48,B
Tapia, Raimel,606132,2019,0.353,41.1,26.8,58.8,47,C
Moore, Dylan,664238,2021,0.352,20.8,25.9,41.3,35,B
Kipnis, Jason,543401,2015,0.386,25.6,16.8,43.3,33,E
Ramirez, Jose,608070,2017,0.376,23.1,13.6,43.3,33,E
Lucroy, Jonathan,518960,2015,0.359,28.8,15.3,43.3,33,E
Headley, Chase,452104,2016,0.352,23.8,24.8,44,35,B
Pearce, Steve,456665,2017,0.352,23.9,21.4,47.4,34,B
Eaton, Adam,594809,2017,0.352,24.1,20.5,42.9,38,B
Correa, Carlos,621043,2018,0.352,25.6,24.1,42.2,38,B
Candelario, Jeimer,600869,2017,0.352,25.9,28.6,45,39,B
Brosseau, Mike,670712,2021,0.352,25.9,29.1,46.9,40,B
Hernandez, Enrique,571771,2016,0.352,26.9,28.8,44.5,39,B
France, Ty,664034,2019,0.352,27,24,48.9,38,B
Villar, Jonathan,542340,2018,0.352,27.8,29.3,48.9,40,B
Villar, Jonathan,542340,2017,0.352,28.1,29.8,48.6,44,B
Dean, Austin,621573,2018,0.345,27.9,17.1,43.3,41,D
Travis, Devon,581527,2018,0.352,29.5,20.3,48.5,42,B
Nola, Austin,543592,2022,0.316,20.6,14.4,42.8,41,D
Mazara, Nomar,608577,2022,0.352,29.7,26.8,46.5,43,B
Crawford, J.P.,641487,2021,0.316,21.7,15.5,44.2,41,D
Grichuk, Randal,545341,2021,0.352,32.4,23.2,52.3,46,C
Owings, Chris,572008,2018,0.352,34,24.5,50.3,46,C
Rosario, Amed,642708,2021,0.352,34.7,24.8,48.9,47,C
Reyes, Victor,622682,2019,0.352,37.8,20.7,51.7,46,C
Bart, Joey,663698,2020,0.352,38.6,34.5,51.7,48,B
Rosario, Eddie,592696,2016,0.352,40.7,27.9,57.5,47,C
Grisham, Trent,663757,2021,0.351,16.8,21.7,40.5,34,B
Rendon, Anthony,543685,2022,0.351,18.6,19.6,42.3,33,E
Reddick, Josh,502210,2015,0.338,26.8,16,43.4,33,E
Narvaez, Omar,553882,2018,0.351,20.1,18.3,42.6,33,E
Robertson, Daniel,621002,2018,0.351,20.4,26.2,39.3,35,B
Peterson, Jace,607054,2021,0.351,20.7,27.2,40.3,35,B
Andrus, Elvis,462101,2016,0.329,25,16.1,43.4,33,E
Perez, Roberto,547379,2018,0.351,21.6,31.8,40.3,36,B
Fowler, Dexter,451594,2020,0.351,22.5,31.7,45.5,36,B
Benintendi, Andrew,643217,2022,0.351,22.7,20.7,48.2,34,B
Stewart, Chris,455755,2015,0.314,28.9,16.4,43.4,33,E
Lux, Gavin,666158,2022,0.351,23.7,23.3,42.6,34,B
Maile, Luke,571912,2018,0.351,24,30.8,43.1,40,B
Solak, Nick,669256,2020,0.351,24.2,19.1,43.8,37,D
Moore, Dylan,664238,2019,0.351,24.4,28.1,44.4,39,B
Cabrera, Asdrubal,452678,2017,0.351,25.4,18.9,47,37,D
Conger, Hank,474233,2015,0.351,26.5,27.9,45.2,39,B
Peralta, David,444482,2020,0.351,26.6,21.1,46.6,38,B
LeMahieu, DJ,518934,2015,0.357,23.6,16.4,43.5,37,D
Kipnis, Jason,543401,2019,0.351,26.7,20.3,46.3,38,B
Gonzalez, Marwin,503556,2020,0.351,26.8,23.5,43,38,B
Tejada, Ruben,514913,2015,0.351,26.9,20.8,50.4,38,B
Gattis, Evan,594828,2018,0.351,29,23.1,46.5,42,B
Suzuki, Kurt,435559,2019,0.351,29.7,18.7,51.9,41,D
De Aza, Alejandro,457477,2015,0.351,30.2,22.5,48.1,42,B
Meyers, Jake,676694,2022,0.351,30.4,31.2,47.4,44,B
Escobar, Eduardo,500871,2015,0.351,30.8,21.7,48.4,42,B
Arraez, Luis,650333,2021,0.339,23.1,10.7,43.5,41,D
Franklin, Nick,545338,2015,0.351,31.9,37.1,51.9,44,B
Cordero, Franchy,614173,2021,0.351,32.2,40.9,54.8,44,B
Merrifield, Whit,593160,2016,0.351,34,20,48.4,45,D
Lagares, Juan,501571,2021,0.351,34,24.3,50.3,46,C
Owings, Chris,572008,2016,0.351,34.3,21.4,51.8,46,C
Difo, Wilmer,594694,2017,0.351,34.8,25.2,53.1,47,C
Escobar, Eduardo,500871,2020,0.351,35.2,21.6,51.4,46,C
Kiermaier, Kevin,595281,2019,0.351,35.2,25,54.9,47,C
Sandoval, Pablo,467055,2018,0.351,35.5,21.7,47.9,46,C
Davis, Ike,477195,2015,0.337,26.3,18.2,43.5,45,D
Galvis, Freddy,520471,2019,0.351,38.1,28.4,54.4,47,C
Ramirez, Harold,623912,2022,0.351,42,25.5,56.4,47,C
Rosario, Eddie,592696,2015,0.351,44.3,26.8,59,47,C
Goins, Ryan,572365,2015,0.311,27.4,18.1,43.5,33,E
Bauers, Jake,641343,2018,0.35,20.6,28.2,40.5,35,B
Stephenson, Tyler,663886,2021,0.35,20.9,19.2,40.4,33,E
Bauers, Jake,641343,2019,0.35,22.4,24.2,42.1,34,B
Casali, Curt,592200,2016,0.35,23.9,31.1,44.4,36,B
Moreland, Mitch,519048,2021,0.35,25.9,30.4,47.7,40,B
Bauers, Jake,641343,2021,0.35,26.4,26.9,47.5,39,B
Wieters, Matt,446308,2019,0.35,27.9,23.8,44.7,38,B
Eaton, Nate,681987,2022,0.35,28.4,23.8,49.1,42,B
Hosmer, Eric,543333,2018,0.35,29.3,27.6,48.5,43,B
Marrero, Deven,571918,2017,0.35,29.3,28.2,47.3,43,B
Velazquez, Andrew,623205,2022,0.35,29.3,34,53.9,44,B
Villar, Jonathan,542340,2015,0.35,29.4,25.1,46.9,43,B
Realmuto, J.T.,592663,2016,0.35,30.2,19.5,48.1,41,D
Ahmed, Nick,605113,2020,0.35,30.3,27.4,48.2,43,B
Spangenberg, Cory,605486,2015,0.35,31,21.9,47.5,42,B
Piscotty, Stephen,572039,2021,0.35,31.7,27.7,53.8,43,B
Leon, Sandy,506702,2016,0.35,31.8,19.3,43.6,41,D
Romine, Austin,519222,2018,0.35,33.7,26.3,49.5,47,C
Riddle, JT,595375,2019,0.35,38.3,34.4,52.5,48,B
Rosario, Eddie,592696,2018,0.35,41.9,23.3,58,46,C
Perez, Salvador,521692,2016,0.35,42.6,23.4,54.8,46,C
Cervelli, Francisco,465041,2017,0.349,19.1,23.8,41.3,34,B
Peterson, Jace,607054,2017,0.349,20.4,27.1,39,35,B
Uggla, Dan,462564,2015,0.349,20.8,28.5,42.5,35,B
Villar, David,681584,2022,0.349,20.8,37.2,44.2,36,B
Maybin, Cameron,457727,2018,0.349,21.3,20.7,41.5,34,B
Rivas III, Alfonso,663845,2022,0.349,22.5,26.2,42,35,B
Kepler, Max,596146,2022,0.349,23.5,19.9,46.1,33,E
Quinn, Roman,596451,2019,0.349,23.6,30.8,43.5,36,B
Polanco, Jorge,593871,2020,0.333,23.2,16.8,43.7,33,E
Hill, Aaron,431094,2015,0.31,24,16.7,43.7,37,D
Pina, Manny,444489,2021,0.349,24.7,23.8,42.9,38,B
Cabrera, Asdrubal,452678,2019,0.349,25.1,20.6,45.5,38,B
Maybin, Cameron,457727,2015,0.349,25.7,20.4,43.6,38,B
Heyward, Jason,518792,2019,0.349,27.7,22.7,45.5,38,B
Puig, Yasiel,624577,2016,0.349,29.9,28.2,52,43,B
Sogard, Eric,519299,2017,0.315,19.9,10.9,36,41,D
Brantley Jr., Michael,488726,2019,0.368,26,10.7,43.8,41,D
Naylor, Josh,647304,2019,0.349,31.4,22.1,44.8,42,B
Pujols, Albert,405395,2017,0.349,32,20.6,47.1,42,B
Bogaerts, Xander,593428,2016,0.349,32.4,20,45.4,45,D
Arenado, Nolan,571448,2022,0.349,32.6,19.1,48.4,45,D
Candelario, Jeimer,600869,2022,0.349,33.6,25.4,52.6,47,C
Gomes, Yan,543228,2019,0.349,34.3,25.5,49.7,47,C
Cuddyer, Michael,150212,2015,0.349,35.1,24.4,51.4,46,C
Rosario, Eddie,592696,2021,0.349,35.2,19.2,53.5,45,D
Harrison, Josh,543281,2021,0.349,35.5,18.8,55.4,45,D
Jones, Adam,430945,2018,0.349,39.5,23.7,55.1,46,C
Hicks, John,543308,2019,0.349,46.1,35.5,62,48,B
Berti, Jon,542932,2020,0.348,16.2,19.5,35,33,E
Forsythe, Logan,523253,2015,0.348,22.6,18.6,40.3,33,E
Jackson, Austin,457706,2018,0.348,24.3,31.9,45.5,40,B
O'Neill, Tyler,641933,2020,0.348,25.1,33.9,45.5,40,B
Bird, Greg,595885,2018,0.348,25.3,25.6,45.6,39,B
Hayes, Ke'Bryan,663647,2021,0.348,25.8,20.4,43.5,38,B
Asche, Cody,605125,2016,0.348,25.9,19.8,44.7,37,D
Peterson, Jace,607054,2019,0.348,26.1,30.4,46.6,40,B
Marmolejos, Jose,592530,2021,0.348,26.6,31.8,43.8,40,B
Gordon, Alex,460086,2019,0.348,26.8,21.8,48.1,38,B
Hernandez, Enrique,571771,2019,0.348,27.5,26.5,47.2,39,B
Eaton, Adam,594809,2018,0.351,26.7,17.8,43.8,37,D
Frazier, Todd,453943,2020,0.348,28.5,26.9,43.6,43,B
Rodriguez, Sean,446481,2017,0.348,28.7,38.7,50.1,44,B
Kiermaier, Kevin,595281,2017,0.348,29,26.2,48.5,43,B
Mercer, Jordy,474568,2015,0.334,29.6,16.8,43.9,41,D
Grandal, Yasmani,518735,2017,0.348,30.4,27.7,46.8,43,B
Kiermaier, Kevin,595281,2015,0.348,31.5,20.9,51.4,42,B
Bellinger, Cody,641355,2022,0.348,31.7,27.2,49.9,43,B
Sucre, Jesus,491696,2017,0.348,32,24.1,47.9,42,B
Osuna, Jose,591741,2017,0.348,33,21.4,50.5,46,C
Revere, Ben,519184,2017,0.314,25,9.3,43.9,45,D
Rivera, Rene,425784,2016,0.348,35.4,28.3,52,47,C
Mateo, Jorge,622761,2022,0.348,36.6,30.9,53.9,48,B
McCann, James,543510,2015,0.348,36.7,24.9,52.4,47,C
Chavis, Michael,656308,2022,0.348,39.1,30.8,57.7,48,B
Descalso, Daniel,518614,2016,0.347,18.8,22.3,40.3,34,B
McKinney, Billy,641856,2021,0.347,20.3,23.3,43.2,34,B
Maxwell, Bruce,622194,2017,0.347,20.8,21.5,41.5,34,B
Rojas, Josh,668942,2021,0.347,21.2,23.5,42.2,34,B
Carrera, Ezequiel,485567,2017,0.347,22.2,22.4,39.6,34,B
Reddick, Josh,502210,2016,0.345,26.7,15.9,44,33,E
Rengifo, Luis,650859,2019,0.347,24.3,24.8,44.5,39,B
Raburn, Ryan,430605,2016,0.347,24.4,32,45.9,40,B
Hundley, Nick,460026,2016,0.347,24.7,25.2,50.6,39,B
Estrada, Thairo,642731,2021,0.347,24.8,19,46.1,37,D
Long Jr., Shed,643418,2021,0.347,26.8,29.4,46.5,40,B
Margot, Manuel,622534,2017,0.347,26.9,21.4,45.8,38,B
McKinney, Billy,641856,2019,0.347,27,26.1,46.4,39,B
Hayes, Ke'Bryan,663647,2022,0.347,27.1,20.7,43.3,38,B
Altherr, Aaron,571437,2016,0.347,27.8,28.9,43.3,39,B
Crawford, Brandon,543063,2019,0.347,28.4,28.3,51.3,43,B
Crawford, Brandon,543063,2017,0.347,28.8,27.9,51.4,43,B
Uribe, Juan,346874,2015,0.347,29.9,23.8,51.6,42,B
Ramirez, Jose,608070,2016,0.338,26.2,12.6,44,41,D
Jay, Jon,445055,2017,0.347,32.4,20.5,51.8,46,C
Cabrera, Oswaldo,665828,2022,0.347,33.9,26.9,52.4,47,C
Almora Jr., Albert,546991,2017,0.347,35.4,24.4,52,46,C
LeMahieu, DJ,518934,2020,0.372,24,11.2,44.1,45,D
Mercedes, Yermin,606213,2021,0.347,39.6,22,53.5,46,C
Reddick, Josh,502210,2017,0.363,27.6,15.6,44.1,45,D
Zobrist, Ben,450314,2015,0.315,21.4,12.5,36.8,33,E
Hernandez, Cesar,514917,2018,0.346,18,20.1,38.2,33,E
Young, Chris,455759,2016,0.346,20.5,22.2,42,34,B
Adrianza, Ehire,501303,2021,0.346,21.8,21.1,44.9,34,B
Bautista, Jose,430832,2017,0.346,22.7,28.4,41,35,B
Mahtook, Mikie,543484,2018,0.346,22.9,24.9,42.7,35,B
Taylor, Chris,621035,2015,0.346,23.6,29.5,46.9,36,B
Anderson, Brian,605119,2021,0.346,27.9,28.1,50.2,39,B
Nava, Daniel,537953,2016,0.351,23.2,16,44.1,41,D
Bader, Harrison,664056,2021,0.346,31,24.7,47.5,43,B
Span, Denard,452655,2017,0.343,23.4,11.7,44.1,41,D
Owings, Chris,572008,2019,0.346,31.5,33.8,45.4,44,B
