last_name, first_name,player_id,year,wobacon,oz_swing_percent,whiff_percent,swing_percent,f_strike_percent,class
Carpenter, Matt,572761,2015,0.443,20.6,21.5,38.9,61.1,A
Dickerson, Corey,572816,2015,0.476,40.3,24.9,56.8,65.8,G
Dozier, Brian,572821,2015,0.371,29.1,22,45.2,60.5,E
Ruf, Darin,573131,2015,0.367,28.9,26.5,48.2,60.3,H
Saladino, Tyler,573135,2015,0.304,25.4,18.7,45.4,55.9,B
Vargas, Kennys,573627,2015,0.367,33,31.1,46.7,59.8,H
Gyorko, Jedd,576397,2015,0.364,29.6,25.4,48.7,59.2,H
Iglesias, Jose,578428,2015,0.323,33.2,10,46,63.2,F
Travis, Devon,581527,2015,0.423,32.1,17.4,45.6,65.3,E
Hechavarria, Adeiny,588751,2015,0.335,34.3,18.5,52.5,65.1,F
Bryant, Kris,592178,2015,0.498,28.7,35.6,48.9,60.9,G
Canha, Mark,592192,2015,0.368,32.6,22.6,47,62.9,E
Casali, Curt,592200,2015,0.518,20.4,32.8,46.3,56.6,C
Castellanos, Nick,592206,2015,0.391,32.5,29.7,49.7,64.4,G
DeShields, Delino,592261,2015,0.352,19.3,22.1,38.9,62.4,B
Machado, Manny,592518,2015,0.405,24.8,17.5,43.2,58.1,A
Olt, Mike,592609,2015,0.349,22,37.6,42.8,61.8,D
Parker, Kyle,592621,2015,0.321,38.3,42.9,54.8,65.2,H
Pederson, Joc,592626,2015,0.409,24.8,35.9,42.5,56.9,C
Pompey, Dalton,592647,2015,0.336,34.2,27.9,52.4,56.3,H
Realmuto, J.T.,592663,2015,0.334,32.2,16.3,49.9,62.5,F
Rosario, Eddie,592696,2015,0.413,44.3,26.8,59,65.8,G
Simmons, Andrelton,592743,2015,0.286,25.4,11.8,45.9,64.3,B
Yelich, Christian,592885,2015,0.392,24.6,22.1,43.2,56.6,A
Bogaerts, Xander,593428,2015,0.381,34,20.3,49.1,62.4,E
Castro, Daniel,593495,2015,0.297,43.9,16,54.5,68,F
Alberto, Hanser,593643,2015,0.254,41.1,16.8,57.1,65.4,F
Sano, Miguel,593934,2015,0.583,23.7,41.1,40.1,54,C
Calhoun, Kole,594777,2015,0.389,29.6,28,49,64.6,G
Eaton, Adam,594809,2015,0.39,27.7,18.2,44.1,58.6,A
Gattis, Evan,594828,2015,0.376,36.4,25,50.5,60.4,G
Gosselin, Phil,594838,2015,0.403,28.5,19.4,42.3,60.2,E
Kiermaier, Kevin,595281,2015,0.357,31.5,20.9,51.4,64.7,F
Rogers, Jason,595386,2015,0.407,25.6,23.5,41,55.6,A
Bird, Greg,595885,2015,0.5,26.9,27.4,45.6,62.4,C
Hedges, Austin,595978,2015,0.241,34.8,27.2,52.1,61.2,H
Lindor, Francisco,596019,2015,0.405,30,18,51.1,61.6,E
Odor, Rougned,596059,2015,0.372,35.1,18.7,48.1,57.9,E
Swihart, Blake,596119,2015,0.391,32.1,22.3,47.1,61.8,E
Sardinas, Luis,596143,2015,0.239,38.8,19.5,50.5,61,F
Franco, Maikel,596748,2015,0.397,29.6,24,47.7,56.4,E
Bradley Jr., Jackie,598265,2015,0.449,25.2,30.5,43.7,60.4,C
Herrera, Dilson,599096,2015,0.33,15.5,20.3,41.1,55.3,B
Ahmed, Nick,605113,2015,0.306,32.1,22.2,47.8,65.1,F
Asche, Cody,605125,2015,0.369,30.1,24.8,48.5,61.4,E
Betts, Mookie,605141,2015,0.376,23.5,14.7,40.2,61.5,A
Featherston, Taylor,605227,2015,0.248,37,24,49.2,64.5,F
Panik, Joe,605412,2015,0.366,23.3,11.5,42.8,58.8,B
Spangenberg, Cory,605486,2015,0.376,31,21.9,47.5,64.5,E
Tomlinson, Kelby,605509,2015,0.394,26.1,25.4,47.5,67.4,C
Tucker, Preston,605512,2015,0.374,28.9,26.4,50.2,60.4,G
Marte, Ketel,606466,2015,0.362,26.4,18.7,43.8,57.1,B
Peterson, Jace,607054,2015,0.317,26.6,22.5,43.5,59.3,B
Collins, Tyler,607385,2015,0.375,34.5,22.9,52.8,65.7,E
Pillar, Kevin,607680,2015,0.338,38.9,18.1,51.2,65.1,F
Ramirez, Jose,608070,2015,0.271,24.7,11.3,41.2,58,B
Gallo, Joey,608336,2015,0.555,27.4,50,48,52.8,C
Russell, Addison,608365,2015,0.391,28,31,48,61.4,C
Seager, Corey,608369,2015,0.475,26.7,22.4,50.9,62.8,A
Johnson, Micah,608672,2015,0.311,31,21.4,48.5,55.8,F
Plawecki, Kevin,608700,2015,0.295,26.3,23.1,44.9,63.6,B
Garcia, Adonis,611177,2015,0.399,36.3,22.2,54.1,65.7,E
Taylor, Chris,621035,2015,0.253,23.6,29.5,46.9,69.6,D
Correa, Carlos,621043,2015,0.416,31.4,20.4,44.8,56.7,E
Buxton, Byron,621439,2015,0.347,32.6,32.6,46.6,63.8,H
Duffy, Matt,622110,2015,0.371,29.7,18.1,46,64.4,E
Conforto, Michael,624424,2015,0.418,23.6,22.2,43.1,52.1,A
Puig, Yasiel,624577,2015,0.383,31.2,27.7,53,63.7,G
Soler, Jorge,624585,2015,0.419,30.3,33.8,47.6,61.1,G
Castillo, Rusney,628329,2015,0.327,33.4,23.7,51.8,67.1,F
Kang, Jung Ho,628356,2015,0.417,23.2,25,42.3,59.7,C
Tomas, Yasmany,630111,2015,0.396,39.6,27.6,56.9,67.4,G
Guerrero, Alex,648717,2015,0.378,39.7,25.9,59.2,69.6,G
Schwarber, Kyle,656941,2015,0.462,28.6,34,44.8,60.1,G
Ortiz, David,120074,2016,0.458,26.7,19.3,43.5,51.9,A
Rodriguez, Alex,121347,2016,0.325,33.3,29.6,49.1,60.9,H
Beltre, Adrian,134181,2016,0.389,34.4,15.2,48.7,60.3,E
Beltran, Carlos,136860,2016,0.413,28.5,19.6,45.6,58.5,E
Werth, Jayson,150029,2016,0.374,22.5,20.9,38.1,56.8,A
Pierzynski, A.J.,150229,2016,0.25,43.3,18.3,59,61.4,F
Rollins, Jimmy,276519,2016,0.298,28.7,21.6,44.3,54.2,F
Uribe, Juan,346874,2016,0.283,31.2,21.1,52.8,61,F
Suzuki, Ichiro,400085,2016,0.326,25.6,15.7,44,57.5,B
Martinez, Victor,400121,2016,0.385,30.4,17.2,46.4,57.7,E
Utley, Chase,400284,2016,0.354,21.4,18.8,40.2,59.3,B
Pujols, Albert,405395,2016,0.347,30.6,15.7,45.8,55.8,F
Byrd, Marlon,407781,2016,0.439,39.3,34.2,56.7,62,G
Holliday, Matt,407812,2016,0.363,29.8,20.8,48.3,62.7,F
Teixeira, Mark,407893,2016,0.325,25.1,23.2,42.6,55.3,B
Mauer, Joe,408045,2016,0.339,21,15.3,35.5,60.1,B
Morneau, Justin,408047,2016,0.387,37.9,24.9,55.2,59.2,G
Cabrera, Miguel,408234,2016,0.455,30.7,22.5,48.7,58.5,E
Gonzalez, Adrian,408236,2016,0.381,30.2,22.9,48.1,56.1,E
Phillips, Brandon,408252,2016,0.34,40.7,19,57.6,65.8,F
Infante, Omar,408299,2016,0.279,32.9,23.3,48.1,70.5,F
Reyes, Jose,408314,2016,0.369,32.5,20,45.4,64.2,E
Ross, David,424325,2016,0.401,24.2,30.3,46.5,58,C
Crisp, Coco,424825,2016,0.318,25.5,18.2,42.8,63.3,B
Peralta, Jhonny,425509,2016,0.347,26,20.4,46.2,52.4,B
Loney, James,425766,2016,0.315,31.3,11.7,50.6,57.9,F
Mathis, Jeff,425772,2016,0.342,29.9,30.6,52.6,68.9,H
Choo, Shin-Soo,425783,2016,0.366,22.8,22.6,38.7,56.2,B
Rivera, Rene,425784,2016,0.333,35.4,28.3,52,65.7,H
Francoeur, Jeff,425796,2016,0.376,44,31.9,56.4,64,G
Upton Jr., B.J.,425834,2016,0.388,28.4,34.6,50.2,65.8,C
Molina, Yadier,425877,2016,0.354,35,15.2,53.3,62.5,F
Navarro, Dioner,425900,2016,0.289,27.6,23.3,45.1,55.1,B
Fielder, Prince,425902,2016,0.282,29.9,24.9,44.7,53.5,H
Cano, Robinson,429664,2016,0.409,34.6,17.3,50.8,59.7,E
Encarnacion, Edwin,429665,2016,0.422,21.4,23.6,42.4,57.8,A
Hardy, J.J.,429666,2016,0.34,23.2,15.1,36.3,62.3,B
Howard, Ryan,429667,2016,0.405,37.9,34.3,55,62.2,G
Gutierrez, Franklin,429711,2016,0.438,25.8,32.8,41.9,53.4,C
Weeks Jr., Rickie,430001,2016,0.409,19.9,30.9,41.5,56.1,C
Raburn, Ryan,430605,2016,0.399,24.4,32,45.9,55.9,C
Johnson, Kelly,430637,2016,0.342,29.7,21.7,47.4,56.5,F
Bautista, Jose,430832,2016,0.375,18.8,21.2,36.7,56.1,A
Jones, Adam,430945,2016,0.359,42.6,26.1,60.4,63.1,H
Aybar, Erick,430947,2016,0.288,36.3,15.5,50.3,66,F
Hill, Aaron,431094,2016,0.32,23,16.7,42.3,59.7,B
Martin, Russell,431145,2016,0.387,19.1,29.9,39,55.9,C
Wright, David,431151,2016,0.465,17.3,36.5,38.2,51.5,C
Blanco, Andres,433217,2016,0.352,34.3,26.6,53.1,58.9,H
Granderson, Curtis,434158,2016,0.38,20.2,22,36.5,55,A
Ruiz, Carlos,434563,2016,0.315,17.4,13.2,36.6,54.9,B
Pagan, Angel,434636,2016,0.338,23.3,11.6,40.7,58,B
Davis, Rajai,434658,2016,0.35,31.9,23.7,52.1,61.6,F
Ramirez, Hanley,434670,2016,0.422,29.6,23.9,46.4,61.1,E
Morales, Kendrys,434778,2016,0.388,33.1,24,48,55.3,E
Kendrick III, Howie,435062,2016,0.327,28.4,20.8,47.9,63.7,B
Napoli, Mike,435063,2016,0.446,24.6,30.5,43.8,57.1,C
Wilson, Bobby,435064,2016,0.343,35.6,29.9,54.6,70.1,H
Kinsler, Ian,435079,2016,0.398,25.1,15.9,44.9,61.4,A
McCann, Brian,435263,2016,0.358,30.3,19.7,43,54.3,F
Walker, Neil,435522,2016,0.399,29.1,19.9,46.7,56.6,E
Suzuki, Kurt,435559,2016,0.321,28.9,15.9,48.2,53.1,F
Desmond, Ian,435622,2016,0.414,29.2,27.4,46.5,65.9,G
Cruz Jr., Nelson,443558,2016,0.476,28,29.1,47.4,57.7,C
Jaso, John,444379,2016,0.358,16.9,17.2,40.7,56.3,B
Trumbo, Mark,444432,2016,0.456,31.3,29.3,49.3,63.6,G
Peralta, David,444482,2016,0.377,34,23.2,52,66.1,E
Escobar, Alcides,444876,2016,0.305,38.5,20.5,53.7,67.9,F
Jay, Jon,445055,2016,0.375,32.4,21.6,52.1,65.5,E
Prado, Martin,445988,2016,0.346,26.9,10.4,39.6,64,B
Duda, Lucas,446263,2016,0.347,25.3,22,41,54.7,B
Wieters, Matt,446308,2016,0.342,34.1,23.5,51.1,63.8,F
Longoria, Evan,446334,2016,0.424,32.5,26.1,48.5,61.8,G
Cozart, Zack,446359,2016,0.345,27.1,18.7,46.8,60.6,B
Barney, Darwin,446381,2016,0.328,27.1,17.8,48.6,62.7,B
Guyer, Brandon,446386,2016,0.358,28.3,19.4,49.9,63.5,B
Rodriguez, Sean,446481,2016,0.488,26.5,36.4,47.6,61.7,C
Lobaton, Jose,446653,2016,0.31,33.3,23,53.1,60.5,F
Reynolds, Mark,448602,2016,0.432,25.7,26.7,46,56.5,C
Davis, Chris,448801,2016,0.459,27.4,36.9,42.6,58,C
Aviles, Mike,449107,2016,0.246,30.2,16.8,46.8,64.6,F
Orlando, Paulo,449181,2016,0.39,38.2,25.1,56.4,68.3,G
Zobrist, Ben,450314,2016,0.356,18.9,12.8,35.5,56.7,B
Fowler, Dexter,451594,2016,0.415,17.8,21.9,39.2,58.1,A
Flowers, Tyler,452095,2016,0.425,23.6,28.7,45.6,55.4,C
Headley, Chase,452104,2016,0.358,23.8,24.8,44,59.4,B
Drew, Stephen,452220,2016,0.407,21.8,17.2,42.4,48.5,A
Smith, Seth,452234,2016,0.362,21.8,22.2,39.7,54.1,B
Lind, Adam,452252,2016,0.361,33.8,22.8,47.6,61.6,F
Pence, Hunter,452254,2016,0.409,29.9,31.3,45.7,62.7,G
Span, Denard,452655,2016,0.319,24.7,13.9,44.3,58.9,B
Hanigan, Ryan,452672,2016,0.236,25.2,22.5,43.6,64.6,B
Cabrera, Asdrubal,452678,2016,0.395,32.4,22.9,50.8,59.7,E
Ellsbury, Jacoby,453056,2016,0.319,25.2,16.7,46.5,63.8,B
Tulowitzki, Troy,453064,2016,0.366,26.6,20.8,44.6,59.4,B
Robinson, Shane,453203,2016,0.212,28.5,20,44.3,57.7,F
Johnson, Chris,453400,2016,0.346,31.6,29.4,48.1,57.2,H
Blackmon, Charlie,453568,2016,0.445,32,16.9,47.1,54.6,E
Blanco, Gregor,453923,2016,0.288,22.8,18,43.4,59.3,B
Frazier, Todd,453943,2016,0.392,30.1,28.3,46.7,60.7,G
Ellis, A.J.,454560,2016,0.267,16.7,12.7,38.4,52.6,B
Iannetta, Chris,455104,2016,0.315,17,26.5,45.7,61.8,D
Maldonado, Martin,455117,2016,0.317,19.3,25.3,39.2,56.1,D
Chirinos, Robinson,455139,2016,0.412,27.4,29.1,44.6,61.8,C
Stewart, Chris,455755,2016,0.253,17.9,10.8,34.1,60.2,B
Young, Chris,455759,2016,0.431,20.5,22.2,42,55.5,A
Markakis, Nick,455976,2016,0.335,21.3,12.8,40.4,55.4,B
Pedroia, Dustin,456030,2016,0.368,24.7,12.2,43.1,58,A
Castillo, Welington,456078,2016,0.406,27.1,26.9,43.4,58.9,C
Bourn, Michael,456422,2016,0.356,21.6,22.9,41.9,60.5,B
Nunez, Eduardo,456488,2016,0.36,37,16.9,53.6,63.7,F
Pearce, Steve,456665,2016,0.412,23.9,24.5,45,59.3,A
Butler, Billy,456714,2016,0.354,31.5,21,45.4,58.8,F
Cain, Lorenzo,456715,2016,0.372,29.8,23.2,47.7,55.1,E
Saltalamacchia, Jarrod,457454,2016,0.361,23.9,35.7,43.8,58.2,D
De Aza, Alejandro,457477,2016,0.311,25.3,24.2,43.4,55.4,B
McCutchen, Andrew,457705,2016,0.378,23.8,25.5,46.2,58.5,C
Jackson, Austin,457706,2016,0.321,23.5,19.7,43.5,59.6,B
Upton, Justin,457708,2016,0.432,23.3,30.8,44,55.6,C
Maybin, Cameron,457727,2016,0.39,22.8,20.2,42.4,60.4,A
Turner, Justin,457759,2016,0.393,23.4,18.5,44.4,60.5,A
Posey III, Buster,457763,2016,0.345,26.7,14.1,46.7,60.7,B
Jennings, Desmond,457775,2016,0.324,23.3,30.7,43,60,D
Espinosa, Danny,457787,2016,0.369,32.3,32.3,48.9,54.4,G
Bruce, Jay,457803,2016,0.409,31.9,25.9,51.4,57,G
Votto, Joey,458015,2016,0.463,19.9,18.5,41.5,54.4,A
Coghlan, Chris,458085,2016,0.294,26.1,25.4,43.3,57.3,D
Rasmus, Colby,458675,2016,0.347,27.2,33.3,47.3,65.7,D
Gardner, Brett,458731,2016,0.327,22.7,15,37.3,52.4,B
Saunders, Michael,459431,2016,0.446,23.2,29.1,44.7,55.2,C
Joyce, Matt,459964,2016,0.416,15.6,31.9,37.6,54.9,C
Hundley, Nick,460026,2016,0.379,24.7,25.2,50.6,64,C
Pennington, Cliff,460060,2016,0.324,26.9,25.2,50.1,62.2,D
Braun, Ryan,460075,2016,0.436,34.4,20.9,50.9,59.4,E
Butera, Drew,460077,2016,0.455,28,25,49.2,60.9,C
Gordon, Alex,460086,2016,0.378,23.9,29.4,43.5,59.5,C
Reimold, Nolan,460099,2016,0.354,21,28.6,41.4,52.9,D
Gimenez, Chris,460269,2016,0.327,34.1,25.3,48.1,71,H
Gomez, Carlos,460576,2016,0.389,34.7,32.7,53,65.3,G
Moss, Brandon,461235,2016,0.44,32.2,35.3,50.8,62.1,G
Kemp, Matt,461314,2016,0.419,38.2,29.4,54.9,63.2,G
Plouffe, Trevor,461858,2016,0.351,25,19.8,45.4,61.3,B
Romine, Andrew,461865,2016,0.305,35.8,25.5,56.3,61.9,H
Andrus, Elvis,462101,2016,0.36,25,16.1,43.4,64.1,B
Petit, Gregorio,463610,2016,0.335,36.4,25.8,51.6,66.8,H
Cervelli, Francisco,465041,2016,0.318,15.8,22,38.1,57.3,B
Cabrera, Melky,466320,2016,0.357,34.1,14,49,55.4,F
Ramos, Wilson,467092,2016,0.403,28.2,19.1,50,60.8,A
Santana, Carlos,467793,2016,0.378,18.8,19.2,39.2,52.6,A
Parra, Gerardo,467827,2016,0.342,38.4,20.9,55.7,64,F
Montero, Miguel,471083,2016,0.316,24.4,24.6,49.4,54.6,B
Gonzalez, Carlos,471865,2016,0.434,34.4,30.7,51.3,57.3,G
Valbuena, Luis,472528,2016,0.415,21.9,24.8,43.8,56.7,A
Conger, Hank,474233,2016,0.313,33.4,33.7,48.7,59.9,H
De Jesus Jr., Ivan,474443,2016,0.316,26.1,21,45.1,63,B
Mercer, Jordy,474568,2016,0.318,27.6,15,43.5,61.6,B
Belt, Brandon,474832,2016,0.429,23.5,25.2,47.4,56.3,C
Carter, Chris,474892,2016,0.465,24.7,38.4,43.7,58.7,C
Van Slyke, Scott,475100,2016,0.298,28.1,25.1,47.6,56.6,D
Alonso, Yonder,475174,2016,0.309,25.7,17.6,46.4,61.7,B
Flaherty, Ryan,475247,2016,0.326,24.9,23.5,44.3,59.7,B
Smoak, Justin,475253,2016,0.41,28.1,29.6,45.2,55.4,C
Zimmerman, Ryan,475582,2016,0.322,32.2,24,43.7,59.1,F
Lowrie, Jed,476704,2016,0.309,24.1,17.9,46.3,56.6,B
Alvarez, Pedro,476883,2016,0.438,30.5,32,45.9,59.8,G
Wallace, Brett,477165,2016,0.344,25.7,34,41.4,55.1,D
Carrera, Ezequiel,485567,2016,0.345,26.5,22,43.9,58.4,B
Avila, Alex,488671,2016,0.454,14.6,38.4,36.8,56.9,C
Barnes, Brandon,488681,2016,0.327,36.4,29,56.4,70.6,H
Bourjos, Peter,488721,2016,0.362,35.6,28.4,54.2,66.6,H
Castro, Jason,488771,2016,0.393,23.8,31.6,43.9,61.4,C
d'Arnaud, Chase,488818,2016,0.31,31.8,22.3,44.1,60.7,F
Escobar, Yunel,488862,2016,0.34,27.2,16.7,48.7,64.9,B
Morrison, Logan,489149,2016,0.364,28.7,24.3,46.6,58.5,F
Recker, Anthony,489232,2016,0.393,20.1,27.5,36.2,55.4,C
Rosales, Adam,489267,2016,0.494,22.4,35.7,42.7,56,C
Thole, Josh,489365,2016,0.215,22.1,17.5,44.1,54.4,B
Martinez, Michael,492841,2016,0.304,40.5,22.6,56.9,70.8,F
Aoki, Norichika,493114,2016,0.321,26.4,12.5,47.9,62.4,B
Lee, Dae-Ho,493193,2016,0.386,30.3,23.5,47.3,66.2,E
Cespedes, Yoenis,493316,2016,0.432,33,24.7,47,59.3,E
Gurriel, Yuli,493329,2016,0.301,37.5,18.5,55.5,59.9,F
Ramirez, Alexei,493351,2016,0.281,32.6,16.6,48.6,63.6,F
Beckham, Gordon,493596,2016,0.294,23.3,20.8,42.9,59.9,B
Solarte, Yangervis,500208,2016,0.374,34.4,17,50.5,62.3,E
Rojas, Miguel,500743,2016,0.282,35.5,16.4,49.5,61.7,F
Escobar, Eduardo,500871,2016,0.307,34.3,19.4,50.2,60.7,F
Lagares, Juan,501571,2016,0.321,30.7,20.8,44.1,56.3,F
Almonte, Abraham,501659,2016,0.358,31.6,24.9,52,61.3,H
Freese, David,501896,2016,0.43,27.2,27.8,44.4,53.3,C
Davis, Khris,501981,2016,0.452,29.2,33.9,51.9,63.9,G
Pham, Tommy,502054,2016,0.505,21.6,36.4,41.6,64.5,C
Chisenhall, Lonnie,502082,2016,0.371,41.1,17.4,56.7,61.5,E
Presley, Alex,502100,2016,0.26,26.8,20.4,45.9,61.9,B
Martinez, J.D.,502110,2016,0.484,31.3,29.3,52.4,61.5,G
Valencia, Danny,502143,2016,0.409,29.4,28.2,44.1,59.2,G
Reddick, Josh,502210,2016,0.34,26.7,15.9,44,55,B
Heisey, Chris,502317,2016,0.4,21.2,28.2,41.8,60,C
Dyson, Jarrod,502481,2016,0.324,21.9,12.6,45.9,57.9,B
Murphy, Daniel,502517,2016,0.437,30.7,12,46,56,E
O'Malley, Shawn,502523,2016,0.325,23.6,19.6,46.4,62.5,B
Goldschmidt, Paul,502671,2016,0.44,20.8,22.9,38.4,57,A
Gonzalez, Marwin,503556,2016,0.366,35,25.4,49.2,64.3,H
Amarista, Alexi,506560,2016,0.281,29.8,16.6,45.6,50.7,F
Leon, Sandy,506702,2016,0.447,31.8,19.3,43.6,56.5,E
Altuve, Jose,514888,2016,0.409,30.6,15.3,48.6,61.2,E
Hernandez, Cesar,514917,2016,0.372,23.7,19.8,45.2,58.8,A
Segura, Jean,516416,2016,0.41,30,16.9,46.9,59.7,E
Castro, Starlin,516770,2016,0.371,35.1,23.3,51.6,63.1,E
Marte, Starling,516782,2016,0.414,38.1,25.4,54.2,60.5,G
Paredes, Jimmy,517370,2016,0.354,45.2,34.6,56.6,59.3,H
Centeno, Juan,518542,2016,0.354,31.1,20.2,46.8,61.5,F
Colon, Christian,518568,2016,0.286,28.7,19.9,44.5,55.3,F
d'Arnaud, Travis,518595,2016,0.305,24.3,16.3,45.9,60.9,B
Descalso, Daniel,518614,2016,0.368,18.8,22.3,40.3,56.4,A
Dietrich, Derek,518618,2016,0.385,30.4,19.9,46.7,55.6,E
Donaldson, Josh,518626,2016,0.436,23.4,24.1,41.7,57,A
Eibner, Brett,518649,2016,0.31,24.5,27.3,48.1,63.9,D
Freeman, Freddie,518692,2016,0.508,29.4,29.5,51.5,58,G
Fryer, Eric,518700,2016,0.316,18.4,23.2,45.7,63.2,B
Grandal, Yasmani,518735,2016,0.417,20.6,28,39.2,50.3,C
Heyward, Jason,518792,2016,0.286,23.8,17,41.5,55.1,B
LeMahieu, DJ,518934,2016,0.415,23.2,11.6,41.9,58.4,A
Lucroy, Jonathan,518960,2016,0.415,28.3,19.5,42.8,57,A
Moreland, Mitch,519048,2016,0.37,32.4,28.5,48.6,52.9,G
Moustakas, Mike,519058,2016,0.353,23.6,16.2,42.2,52.2,B
Norris, Derek,519083,2016,0.322,23.3,27,44.6,59.4,D
Revere, Ben,519184,2016,0.243,24.9,9.2,39.4,58.7,B
Rizzo, Anthony,519203,2016,0.427,29.8,19.8,44.9,57.2,E
Robinson, Clint,519208,2016,0.292,24.4,17.2,42.7,57.1,B
Romine, Austin,519222,2016,0.319,34.6,18.7,55.6,66.5,F
Rupp, Cameron,519237,2016,0.415,28.7,30.3,47.9,60.4,G
Smolinski, Jake,519295,2016,0.291,30.2,15.7,47.5,59.6,F
Souza Jr., Steven,519306,2016,0.437,27.5,33.7,49.8,69,C
Stanton, Giancarlo,519317,2016,0.457,30.9,35.5,45.7,57.4,G
Szczur, Matt,519333,2016,0.355,30.7,22.9,54.1,64.5,F
Vogt, Stephen,519390,2016,0.332,30.9,17.2,45.4,59.2,F
Galvis, Freddy,520471,2016,0.35,39.1,20.7,52.9,60.1,F
Perez, Salvador,521692,2016,0.373,42.6,23.4,54.8,66.8,E
Forsythe, Logan,523253,2016,0.396,18.8,22.7,39.6,62.8,A
Flores, Wilmer,527038,2016,0.364,28.5,17,48.8,59.1,F
Marte, Jefry,527043,2016,0.392,27.3,26.7,46,62.3,C
Holt, Tyler,534627,2016,0.309,27.7,23.7,43.8,58.7,B
Nava, Daniel,537953,2016,0.28,23.2,16,44.1,58.8,B
Cabrera, Ramon,541608,2016,0.305,34.3,22,49.8,61.1,F
Garcia, Avisail,541645,2016,0.368,37.6,33,54.7,65.1,G
Perez, Hernan,541650,2016,0.382,40.2,25.8,54.2,70.7,G
Bethancourt, Christian,542194,2016,0.353,42.1,31.5,57,64.2,H
Perez, Carlos,542208,2016,0.275,32.5,21.1,47.4,66.7,F
Inciarte, Ender,542255,2016,0.33,31.5,10.7,47.2,60.2,F
Ozuna, Marcell,542303,2016,0.378,31.5,26.6,46.9,63.2,G
Villar, Jonathan,542340,2016,0.442,22.4,26.7,43.8,57.3,C
Ortega, Rafael,542364,2016,0.258,32.7,14.2,47.8,59.7,F
Adames, Cristhian,542436,2016,0.281,28.1,20.7,47,59.4,B
Santana, Danny,542454,2016,0.316,38.1,25,54.6,66.9,H
Arcia, Oswaldo,542455,2016,0.393,36.1,36,49.7,54.5,G
Bandy, Jett,542908,2016,0.317,36.8,20.6,56.8,69.7,F
Beckham, Tim,542921,2016,0.432,30.6,36.2,49.7,63.7,G
Broxton, Keon,542979,2016,0.491,22.4,36.2,43.5,54.9,C
Burns, Billy,542993,2016,0.257,31.4,12,52,68.7,F
Crawford, Brandon,543063,2016,0.369,29.4,26.5,50.9,56.3,G
Cron, C.J.,543068,2016,0.38,35.5,23.2,52.2,63.9,E
Dickerson, Alex,543105,2016,0.359,26.3,19.4,47.5,60.7,B
Giavotella, Johnny,543213,2016,0.303,27.9,16.3,48.2,66.8,B
Gillaspie, Conor,543216,2016,0.344,35.8,17.6,53.8,57.1,F
Gomes, Yan,543228,2016,0.282,37.6,25,57.1,64.8,H
Gose, Anthony,543238,2016,0.398,23.1,33,42.3,63.4,C
Grossman, Robbie,543257,2016,0.431,18.7,24.4,37.8,58.9,A
Harrison, Josh,543281,2016,0.333,36.2,19.9,54.7,66.1,F
Herrmann, Chris,543302,2016,0.46,29.1,30.8,48.8,65.1,G
Hicks, Aaron,543305,2016,0.293,23.5,24.7,45.8,61.5,B
Hosmer, Eric,543333,2016,0.376,31.4,26,48.6,55.9,G
Joseph, Caleb,543376,2016,0.205,33.4,24.2,49.6,65.2,F
Kipnis, Jason,543401,2016,0.406,25.8,19.6,43.3,55.2,A
Lawrie, Brett,543434,2016,0.404,30.7,29.4,47.3,65.9,G
Mahtook, Mikie,543484,2016,0.325,30.9,28.1,47.1,61.7,H
McCann, James,543510,2016,0.354,30.6,28.1,46.6,59.5,H
Miller, Brad,543543,2016,0.412,29.1,26.9,49.1,60.9,G
Nieuwenhuis, Kirk,543590,2016,0.413,21,36.9,41.7,54.3,C
Rendon, Anthony,543685,2016,0.376,21.1,16.9,42.7,62.4,A
Semien, Marcus,543760,2016,0.373,25.4,23.6,45.7,57,A
Shaw, Travis,543768,2016,0.381,31.7,24.3,47.9,57.4,E
Shuck, JB,543776,2016,0.236,29.1,10.2,46.4,61,F
Springer III, George,543807,2016,0.417,25.5,27.9,47.3,63.4,C
Strange-Gordon, Dee,543829,2016,0.31,34.2,16.5,50,61.8,F
Vazquez, Christian,543877,2016,0.296,31.7,16.2,47.1,57.1,F
Wong, Kolten,543939,2016,0.297,29.2,17.6,46.9,61.5,F
Gregorius, Didi,544369,2016,0.354,38.7,18.5,55.4,61.8,F
Franklin, Nick,545338,2016,0.397,25.8,22.9,49.6,64.9,A
Grichuk, Randal,545341,2016,0.438,35.7,30.3,53.8,66.3,G
Marisnick, Jake,545350,2016,0.32,31.8,25.5,53.4,63.7,H
Trout, Mike,545361,2016,0.48,21.7,20.7,38.3,55.8,A
Herrera, Odubel,546318,2016,0.389,34.5,23.3,49,58.8,E
Almora Jr., Albert,546991,2016,0.376,41.4,23,51.8,65.8,E
Wolters, Tony,547172,2016,0.374,28,23.6,46.3,57.8,A
Harper, Bryce,547180,2016,0.364,24.3,23,41.7,50.7,B
Perez, Roberto,547379,2016,0.276,21.8,23.5,39.9,55.4,B
Kim, Hyun Soo,547957,2016,0.369,20.5,15.4,39.7,59,A
Martin, Leonys,547982,2016,0.366,33.1,28.5,51.6,65.3,H
Abreu, Jose,547989,2016,0.397,37.6,23.8,51.1,59.3,E
Narvaez, Omar,553882,2016,0.296,19.2,16.1,47.4,61.5,B
Suarez, Eugenio,553993,2016,0.381,25.8,24.8,43.5,59.2,A
Polanco, Gregory,570256,2016,0.385,29.8,21.5,46.1,53.5,E
